sticker_id,labeled_queries
3423492769212006407.png,"v sign, yay, hehe, :3, korean baby, kid, victory hand, gang, cool, small child, confident, heart mouth, winkle"
3474244739891462431.png,"smile, c:, :>, hehe, eyes big big, hehe you know it, hehe big eyes chicken"
3504956075340201986.png,"mmmh, thinking hard, thinking HARD, spectacles glowing, hands together thinking, big eyes cat, thinking, wondering"
3545395176706933400.png,"hahahaha, loser~, hope you lose, wahhahaha, hate you, hands on stomach laughing, laugh, irony, go away"
3545395176706933437.png,"bleh, vomit, urgh, stupid, disgusting, troll, flex max?, flexer, zzz, roll eyes, annoyed, rolling eyes, boy rolling eyes in classroom, whatever, if you say so, yeah ok lol, heh"
3545395176706933449.png,"A old man, Light blue clothes, With bowl, blowing smoke ring, blow smoke ring out mouth, tired guy in blue"
359258651212383475.png,"shy, cover face, blush, hide face behind palms, sorry, embarrassed, ashamed rabbit"
359541685262226181.gif,"laugh until fall, hahahaha, fall down from laughing, laugh so hard fall down, laugh die me, LOL, laugh until fall down backwards"
365630041922470381.png,"running, following footsteps, going to play pokemongo, going to play pokemon, pokemon, interest, happy, enthousiastic, pokemon go, track, hunt"
365630041922470389.png,"oh yay!, awesome!, fantastic!, i got it!, sparkles, pokemon, show pokemon ball, misty, amazing, yay, happy"
365630041922470415.png,"Win, Champion, I did it, Tada, showing badge, see this, misty show badge"
365630041922470423.png,"thumbs up, ash pokemon thumbs up, ash pokemon big smile thumbs, ash, thanks up, ash grinning thumbs up, very good, nice!, awesome, thats great!, very nice, splendid"
365630041922470433.png,"Got it, Finally, Pokeball, I get it, Pokemon ball, Go!, This is the one, Here is it"
365630041922470449.png,"admire, notice me senpai, pokemon, pokemon purple eyes, pokemon popping out of phone, purple shiny eyes, yes, thats ok, wondering, puppy eyes"
365630041922470457.png,"confused, condusion, wth, explain plz, yellow duck, confused duck, psyduck, ???, scratching head"
365630041922470479.png,"evil pokemon, cheeky pokemon, bad, bad pokemon, gastly, pokemon, gengar mini, gengar dg"
379457349829526186.png,"cover hands with face, crying, sob, take a peek between hands, crying peeking through fingers"
4096777232716922896.png,"thumbups, ok, good, cute cat, thumbs up"
4110987462728221029.gif,"ha ha ha, cat lying down laugh, cartoon cat laughing, rofl, cat rofl, cartoon cat rofl, Hahahah, happy cat, you are funny, cute white cat"
4110987462728221300.gif,"happy, rabbit, bouncing rabbit, yay, bouncing around, hat cat bouncing, rabbit waddling, flowery hat, chilling, relaxing"
441671243897241893.gif,"clap, pepe frog, clap clap, sian but still need clap"
441671243897241910.gif,"shifty eyes, rocking side by side, pepe frog, pepe, heheheh, thats right, uh huh, oh yeah, awesome~, confident, smug pepe, iykyk"
441671243897241923.gif,"shooting, threatening, reckless, pepegagun, gun, frog, pepega, bang, stupid, anyhow shoot"
441671243897241939.gif,"Sit on chair, Shake legs, Frog, comfy in blanket, comfortable, im comfortable, wrap in blanket, very comfortable, chilling, pepe"
454054326101344499.png,"admire, bright eyed, impressed, pink blob, questioning, pink ball, :O, aaaa"
488038495349113481.png,"platypus side eyes, shifty eyes, awkward smile, heheheh, i got it, im the winner, psyduck, derp face, iykyk, hehehehee"
4902568730157908514.png,"heart, love, black bird heart, don't want to admit, mad love, thanks but mad"
4907045451879941139.png,"huhuo, look at hand, rings, sianz, Defend, :|"
4907084080815801337.png,"hmph, angry, angril anime girl, bossy anime girl, arms on hips, hands on hips, disappointed girl, frustrated blue anime girl"
4909308620472058340.png,"heart smiley, big eye, please, hearts, frowny emoji, low quality, deep fried"
4911271261612540311.png,"insane, omg, mindblown"
4927379596585730363.png,"smh, dissapointed, shoot you, statue shooting you, shoot me right now, no eyes to see, shooting"
4929254800782000444.png,"shock, unbelievable, crying, sobbing, omg"
4929498810758988185.png,"sus, shocked, black guy hesitate, unsure, uncertain, meme"
4936356718184498342.png,"emo, face wall, cry, sad, Sad sad, Face the wall, Im sad, Dont look at me"
4938207282153391325.png,"sianz, ..., money fly away, against wall, 嫌弃"
4938246237506766030.png,"mmmh, thinking, staring"
4938634738773525128.png,"kickick rock on road, sad, done with life, sad cartoon girl walking, upset, kicking stone, mmmmh, feeling down, sigh"
4938678500195304002.png,"scared, nono, shaking in fear, so scared, not me please, shivering in fake"
4940620645751849572.png,"munching apple, mmh ok, crunching, yes, i agree, mm, nonchalant, apple, eat, ......"
4940719524488938584.png,"drinking tea, sipping tea, sipping hot tea, holding tea with both hands"
4940956941691126503.png,"SHOCK, anya, doom face"
4947221052708094454.png,"im cute, pointing finger to cheeks, kawaii desu ne, kawai, cutiepie, send love"
4947563151148188199.png,"wait, stop, hang on, wait for a moment, hands outwards to stop, Hold on a minute, Hands stop sign, Fan cover"
4949723365079253635.png,"smelling flowers, yay, be glad, happy, closed eyes, at peace, Anime, Genshin, Breathe, Holy"
4951817853125788758.png,"binance, doge, baby doge, banner, support, team, finance, crypto bro, doge team, doge banner, binance flag, baby doge together"
4952265272753914842.png,"bleh bleh bleh, im the winner, its me me me, sticking out tongue, bleh, tongue out"
4958975094002024771.png,"sian face, starring daggers, black guy, are you serious?"
4962981353596388167.png,scary mickey mouse
4972358186326557300.webm,"aaahhhh, why like this, im so upset, hands in the air, nooooo, yellow emoji hands up, why meeeee, exasperated, bouncing yellow emoji"
499916253176007558.gif,"support, thumbs up"
5003937646334968854.webm,"xoxo, kiss, happy, heart"
5006297382971769439.webm,"hi, hello, hey, nice to meet you, waving, hello~, hi!, paws waving"
5012542733571589183.webm,"NOOo, mad, exclaim, crazy, white eye, Arrr, Mouth big big"
5012693139031327649.png,"smart laugh, i see what you mean, cheeky, anime guy laughing, i see what you did, smirk, hehehe, chuckle, toji, cool, looking to the side"
5012911314780029638.png,"nonchalent, emotionless, whatever, urgh, heh, im so cool, cool toji, swanky"
5041849374196368231.webm,"cheers cheers, yay, bom boms, jy!, jiayou, you got this, cheering for you, cheer for you"
5062125214721114434.png,"hug, pepe, :), Frogs, Hugging, I got you"
5071183871979028853.png,"sobbing i love u, crying duck with hearts, sad, duck hearts, duck hearts sad, duck hearts sad tears"
5073327129379209878.png,"hands on chin, leaning on hand, if you say so, cool, confident"
5089182250260496985.png,"begging, pleace, pretty please, cute begging, Begging, Hands together, Genshin, Pray, Please"
5089225290127770152.png,"sad cry, kleef, rainclouds, Rain on me, Boohoo, 乌云密布, Glooms over me"
5091430777309102619.png,"yay, celebrate, happy, exclaim, support, encouragement, yaaaaa!, >_<, yada~, hands in the air, LOL, thats funny, aah, blabla, excited, angry, not politically correc"
5091809666439054055.png,"wink, you're the best, awesome, that's me, sasuga amazing, amazing, Im the best, Wink wink"
5096369019036894340.webm,"HAHAHHAHAHAHAHAHHAHAHAHAHHAHAHAHHAHAHAHHAHA, lmao, rofl, lol, funny, laugh, anime girl laughing, redhead laughing, lmaoooo, belly laugh"
5103119054063796920.webm,"nai long, yellow dinosaur, yayyyy, yipee!, drooling, excited, full of excited, lets do this!!!"
5114328948771127638.png,"ahhhh, frustrated, turning blue from frustration, idk, dont ask me, urghhh"
5116148296917713523.png,"asian cat, mew, :3, heh, Cat looking, Uhhmmm, Smile smile, Devil look"
5116254940955672863.png,"angel, interested, starstruck, amazed, mesmerized, impressed"
5116630553025577257.png,"scared, bye, run, running away, sweating"
5120670772926349559.png,"huh?, which one, be clearer, zzzz, ..., speechless, Diao, Stares at you, :|"
5122894659747578197.png,"cartoon cat thumbs up, cat with hairy ear approves, approved, ok, received, noted, thumbs up, cat master approves, Good, thumb up, Big eyes, Cat girl"
5134136826839171947.png,"mouse, big eyes, sad big eyes, puppy eyes, boba eyes, sad hamster, pink bow hamster"
5140930872395957345.webm,"no way, are you for believe?, disbelief, uhhhh"
5143519019688526124.png,"it's going parabolic, elon mask, bald elon mask, hahahaha, derp elon, stupid face, retarded face, bold, Its going parabolic, Elon Musk"
5143615205481120075.png,"lmao, lol, shocked, crazy, rofl, shocked cat, screaming internally, ahhhhhh, nooooo, grey cat scream internally"
5152322998270690365.png,"momochan, hehehe, you're welcome~, hehe, mofusan, shy, paws covering mouth"
5161376900999808109.png,"eyes big, clueless, i'll admit it, its like this, idk what to do, don't know, confused, blur, confused mouse, hesitated mouse, worried mouse, blue mouse big eyes ears, O.O, honest mouse, nervous mouse, blue mouse nervous, OvO mouse"
5167882543797633865.webm,"urgh, annoying, roll eyes, zzzz, death"
5167932180734673468.webm,"heart, give heart, love you, agree, bixin, give you heart, ❤️"
5167957825984397829.webm,"ahhhhhhh, zzzzzz, no way!!!, jesus, ahh, ugh!!!"
5167958693567791856.webm,"ahhhh, go sleep, zzzz, ..., sleep, sleepy liao, nap, good night, tired"
5167970285684523595.webm,"shy, hiding behind, hopeful, maybe?, can?, hiding behind door, i want but i shy"
5168130586748912290.webm,"heheeh, sneaky, cat smile, emotionless smile, :), speechless smile"
5168185068409062171.webm,"zoom zoom, whatever, chill, grooving to the music, party, zen, dog grooving, disco lights, disco, doge, dont care"
5168385974094267164.webm,"dead, roll eye, ehehehe, roll eyes, stick out tongue, wuyu, speechless, ..., zzz, unbelievable, are you for real, corgi"
5168389994183656137.webm,"dancing, disco, cat, happy, cat disco, disco lights, woohooo, yipee"
5168392846041940694.webm,"oh wowz, amazing, wow, hehehehe, oh shit"
5195221651314191918.png,"ok then, if you say so, dum, it is what it is, nonchalent, staring at the ceiling"
5195289584811915556.webm,"cool swag, remove jacket, bite, look at me, 看我的, hold my beer"
5197457757317370449.gif,"sad bee, sad, flying in the rain, raining, busy in the rain, bee, rain, thunder, lightning, bee in the rain, in the rain"
5197486039677018322.png,"cool boy, cool, sexy, cool guy, piercing blue eyes"
5197700289825620558.webm,"shake shake shake, fat cat dancing, fat cat paws on waist, fat cat shake belly"
5199486072802776012.webm,"hehehehe, thumbs up, head back smiling, Hahahhahaha, Me too, same here, Happy face, Greattt, Laughing, Thumb up"
5199516893488104544.webm,"sobbing, tears streaming down face, blue crown, cries, nooooo, :(, chibi"
5202214171604699176.webm,"noooooo, ehhhhhhh, how can like this, angry, swaying hands up and down, upset, ehhhhhhhhh, frustrated, hands waving up and down, nawwwwwwww, not fair"
5208603317709575362.png,"hehe, cool dude smile, handsome, charming, smile, anime man, :)"
5208764211479450935.webm,"nodding, sailor uniform, gif"
5211189235914117983.gif,"for your, both palms, for you, specially for you, only for you, open hands"
5215523807103565872.webm,"2 cat, black cat, deadpan"
5217577170838241432.webm,"blur face, cat, Stupid black cat"
5217660278455420714.webm,"dont tell you, dancing racoon, oh yeah, awesome~, fantastic, amazing"
5217666141085777105.webm,"confused cat, really?, what?, shocked cat, hUh?, confused, yawrrr"
5217748226500739939.webm,"mrow, sad cat meme, sad cat meowing, uwu, act cute, meow, Are you ok?, 撒娇, There there, Sad eyes, dont scold me"
5219689994100151030.webm,"cat coming close to camera, cat magnified, cat staring into camera"
5222427889722463681.png,"tongue to the sky, stick tongue out, tongue, playful, embarrased, shy"
5224223186052200035.gif,"strong, flex, ego, bunny, power, masculine, muscle cat"
5226527551970612153.webm,"dog under table, standing dog, are you for real, not sure, uncertain, under table, looking from behind"
5226746994734674777.gif,"hahaha, lmfao, laugh till tears come out, laffin, laugh until tears come out, hahahahaha, AHHAHAHA, lmao"
5228712307344819910.webm,"partyy, blue hair guy, happy, head in the skies, day dreaming"
5235815444518029481.webm,"punch punch punch, punching you, beat you up, beat you, fight you, whack you"
5238197373250841180.png,"doctor, heartbeat, psycho, check if you alive, got chance, dont die"
5242201725879716703.png,"heheheh, that's me, sarcastic, knife in my chest, kill me right now, tom, Kill enemy, Dying but not dying, Die with a smile, I am surviving well"
5242257410130715366.webm,"let's go, let's do this!, amazing!, yaaata!, yada!, i can do this!, i'll make it, let's do this, happy excited girl"
5242586361675927744.webm,"i'm fine, i'm good, genki desu, cheers, peace"
5242699851891745222.webm,"let me see, remove shades, take a closer look, whats going on, Pink hair girl, Taking off sunglasses, Coming out from dark, Hey"
5253454269612309105.webm,"vomit, cat vomit, bleh, gross, disgusting, uwhack, cat vomitting"
5254010235948909081.webm,"forced smile, death smile, Forced smile, Awkward smile, Yarr, Mmmhmmm"
5256261932683379786.webm,"squishy cat in hands, cat side by side, cuddling cat in hands, precious, Cute cat, Owner dancing the cat, Despair, Noooo, Why am i doing this, Forced"
5260334510867763449.webm,"sweating, acting blur, :), Forced smile, No eyes, Ok can"
5260470721460582281.webm,"sleepy, sleep, good night, lying down, zzzz, sleeping together"
526235993154519673.png,"bixin, 比心, draw heart, big heart, heart heart, hands over head heart, heart, thank you!, give heart frog, thats great, you're the best, love you"
526235993154519697.png,"frog, twist, yeaa, peace sign"
5262925707587106705.webm,"shake shake, what is she doing?, characters staring at each other, looking left and right, changing characters"
5264731496521928466.png,"go to hell, go and die, go away, Go and die"
5273809884859615207.png,"can I help you?, mafia boss style"
5273811804709982368.gif,"thanks, thank you!!!, thanks~, tq, thank you, big thanks, firey thanks"
5273911795843600035.gif,"yes yes yes, fire nodding, sure, ofc, of course, excited fire, yes yes yes yes yes, excited fire clapping yes"
5274176490383100369.webm,"rock and roll, playing on the guitar, jamming, strumming guitar, lets do this, lets party, hyped, playing guitar, sped up, massive guitar, huge, random, excited, hell yeah"
5280573698141607344.png,"point, accuse, pointing, you"
5287433984978982047.webm,"orange girl hair, apathy, shrug, purple eyes no emotion gif"
5289672693732349888.webm,"nom nom, eating, see show, munching munching, munch, nomming, porcupine eating, happy eating porcupine"
5289862088905201398.webm,"bopping head side to side, heheh, its like that, hehe, anime girl, red hair, chibi"
5289967233999575505.webm,"mmmh, zooming in face, big eyes, zooming into camera, looking at you, let me see you, take a closer look"
5289974883336329087.webm,"slap, wake up your idea, smacking the camera gif, hitting the viewer gif"
5296271137888553567.webm,"delulu, delusional, copium, hoping, waving hangs, hello there, hi, hi anime girl"
5298905335820456314.png,"cool man, two fingers covering mouth, cover mouth, cool, sshh, shh, quiet, dont say anything"
5301271489138398007.gif,"frog changing color, urgh, damn it, frog become devil, angry, evil frog, turn into devil, devil, 😈"
5303194032464220303.webm,"I am a genius, pride, pretty girl, confident girl, confident, style, classy, glamour, anime blonde girl, sunshine baby"
5303258001707110413.gif,"BWSKFBEKFBSFJBDSKFDBFKSJDBF, angry max, !@#$%, frog on fire, 😡, 🤬, angry frog, swearing, mad frog"
5307603537948069491.png,"hmmmm, hmm, air bangs, sigh, annoyed vibes, frustrated, korean bangs, m..m, eye brows raised"
5307796661152533370.png,"..., speechless, despair, carless anime guy, pale guy, expressionless, white anime character"
5312033813893749518.webm,"party, chilling, agree, cat jamming, cat bopping, catJAM"
5314407964440794292.gif,"fall asleep, can't be helped, sleeping beauty, sleepy, dizzy, confused, face slam on table"
5316919347782881871.png,"urgh, im so done with this, zzz, so done, cant wai, aight, tired, disappointed"
5317040349896526843.webm,"bite, ARGHMMM, vampire, 咬你, Bite you, Argh!!, Angry"
5318812307373954060.png,"haha, kidding, surrender, hands up, you got me, hands grabbing collar, im exposed, im caught"
5318840997755490193.png,"smirk, heh, if you say so, alright then, dead fish eyes, dead eyes, hmm, i see, sus, interesting, anime guy"
5318848969214792192.png,"fake surrender, not me, surrender, i didnt do that, im just playing along"
5318854475362865176.png,"hurt, bored, dead, Damaged, Hurt, Injured, Been through alot, dk what i been through"
5318860617166098398.png,"im here, pointing downwards, point down, here"
5319143505187049326.png,"sleep, bored, chilling in car, roadtrip, vibes, good vibes, relaxed, tired, chill anime, golden hour"
5319166040880451693.png,"death smile, :), Small smile, Eyes smiling, Read book"
5323307342836534653.gif,"thinking, math, spinning, hard problem, what could it be, mystery, calculating, thinking hard, mmmh, hands under chin"
5323579643763112217.webm,"i beg your pardon? teehee, pedro pascal and nicolas cage, pedro pascal driving meme, are u serious, nicolas cage driving meme, nicholas cage, staring at each other"
5325547756691917816.png,"aot, eren yeager, Guy falling"
5325913589121288372.png,"👉🏻👈🏻, 🥹, help, whelp, hesitation, shy emoji, embarrased emoji, pointing fingers at each other, touching fingers"
5334698266120436813.webm,"winking, amazing, Heart shape, Wink, Purple"
5341642983424927180.gif,"hahahahhaa, dog laughing while seating, thats so funny, hands on stomach, lmao, lol, dog laughing, hahahaha, hug tummy laughing, hold tummy laughing"
5341661468964169965.png,"hehe, oopsie, cheese, hamster cheese, hamster peace sign, yay, im happy, happy, awesome, noice, c:"
5345813237755562265.webm,"im angry!!!, fist in the air, upset, >_<, not happy, frustrated, no no no no, hands in the air, throwing tantrum, very upset, i want to complain"
5345984903303405074.png,"hidding pain, shadowed face, foreshadowing, hidden saddness, pretend to be fine, pretend, anime guy hidding pain, urgh, internal disgust, annoyance"
5348287765983279456.webm,"chilling, chill, carefree, simplton, bunny hopping, cute, bunny"
5348316082702666034.png,"read book, none of my business, Time to relax, 来read book"
534909855702450568.png,"sad, pepe sad, pepe vert sad, pepe looking down, sad pepe, pepe frown, fml"
5355249083336371075.webm,"looking up, looking to you, umbrella, grateful, blessed, cute anime girl, celestial, feeling thankful, girl in umbrella"
5355303217104170967.png,"hehe, smiles, thank you, i will, wish me luck, stars, Stars, Rub hands, Eyes got sparkle, Wear mask"
5363789101818455647.png,"yayyyyy, give hearts, im so happy, satisfied, hands wide open, hearts, reaching for hug"
5364248165102918884.png,"looking sideways, you know it, that's right, what are you hiding, shrek, are you sure, doubtful, dont wanna say, hesitation, uncertain"
5366085509162472295.gif,"give up, orange cat, devastated, cat, doomed, gg"
5366088953726252383.png,"give you present, thanks so much, here's a present, Genshin holding slime, Yeah!, Eyes big big, Mouth open, Smiling, Hehe!, gift for you!"
5368381379635581766.png,"sad, draw circle with finger, sorrowful, anime girl on her knees, pointing, look at this, this is so cute, i see"
5368393169320818229.gif,"noot!, shock by the news, dont know what to do"
5368403447177560301.webm,"dizzy, spinning, what???, nani???, @_@, crying, begging, unfair, salt, anime girl"
5368496420334617570.webm,"oh no, zoning out, staring into the void, uh oh, what's gonna happen next, oh shit, insane, why, anime girl confuse, confuse"
5368526601069805535.webm,"hello~, waving from afair, winter, Anime girl, Happily waving, Jumping"
5368654024159543458.webm,"smiling face, nice to meet you too, gentle smile, pure smile, nice to meet you~, smile, weixiao, blushing smile"
5368731625628644145.png,"give this to me, gimme this, give me your hands, hands out, protec, give me your hand, let me help you"
5370620878662938221.webm,"tweaking out, laughing in mic, weird filter funny, HAH, tart, iykyk"
5370766452284464113.webm,"smiley face, head to the side, gentle smile, polite smile, closed eye smile, nice smile, head tilting to the side, smiling head tilt to side"
5370774024311804192.webm,"i dont get it, lost, blinking eyes, im clueless, blinking blue hair, Blink blink, Emm"
5370833496723964185.png,"cool character looking side ways, staring into the void, anime cool character staring, staring to the side"
5377329467255439166.png,"boba eyes hamster, boba eyes ray, tearing, upset, sobz, sobs, cry, Rat, Crying, Big eyes, Tears"
5379585312928304150.png,"walking out the door, bye, im leaving, bye bye, Leaving this place"
5379593958697479994.png,"drink tea, judging, drinking coffee, feeling cool, cool eye, model eyes"
5380097672461956696.png,"urghhh, so bored, nothing exciting, startled, boring, Bored, Hais, Do what know"
5381999320771872196.png,"kill you, knife, boba eyes hamster, boba eyes rat, Knife, Animal, Big eyes"
5382074469814635172.png,"heart broken, Heartbreak, Tears rolling, Lying down"
5382188213433535803.png,"ooo?, really?, hands covering mouth, ophs, hehe, my bad, hand to mouth, fake gasp"
5382284510895299967.png,"hmmm, skeptic"
5384608625073334226.webm,"sad cat, emo cat, cat laying on bed, mmmm, cat laid down, loaf, loafer, loafing, bread loaf, cute, ._."
5386496297559672014.webm,"michael jackson dance, dancing, hand behind head dance, hand behind head, cool"
5388600728455496387.png,"pwettiee pleasee, crying cat, crying, eyes with tears"
5390869570699401064.png,"tearing, hand over mouth, Tears, Crying, Hand cover mouth, 飘走, 原来我什么, 都不是"
5391177180552106514.png,"sianz, zzz, question mark, NANI, send help"
5395710638792132506.webm,"dance horribly, idiotic dance, terrible dancing, terrible ship dancing, im so bad at this"
5397603306325425879.webm,"upset, angry, pegro, zzz, dulan, frustrated, annoyed, irritated"
5397687938655992993.webm,"sad, don't go, Cries, Want to try, But decide not to, Tears"
5397698491390638939.webm,"so in love, in love, mua, so happy, blissful, cupping face, dazzled, amazed, wonderful, luster"
5397833194449931612.png,"cry laugh, eyes like eyes, cry laugh die me, smiling and crying, eyes like eggs, AHHAHAHHAAHA, laugh till i cry"
5397922070208200185.webm,"WAAAOw, EYES BIG, puppy eye, jasmine"
5397934564268065129.webm,"infuriated, self control, resist, control myself, extremely annoyed, shivering from anger, cover mouth shaking in anger"
5399880717029089076.webm,"cat blink eyes big, mmh mmh, cat blinking, cat magnified, cat close to camera blinking"
5400086630646158284.png,"ah???, howww, 三条线, shocked, no soul, diaoooooo, three lines, I ^ I, -_-''', stunned, how did you know, im shocked"
5404427644286540616.gif,"trying to stop laughing, hehhe, hands covering mouth, try to not laugh, hehehe, snickering, hands on mouth, blushing boy, are you for real?, you're kidding right, try not to laugh, hands covering your mouth, trying not to laugh"
5407007274658960437.png,"..., 无语, speechless, waiting..., Waiting, Crow flying, Staring in despair, …, Nothing to say"
5407124720539676485.png,"life is hard, carry burden, lots of burden, lifeless, burden, carry, carrying, ant angrying, carrying burdens"
5411438078885628349.png,"cries, sad, maid, headband, Maid, Small heart, Cries, Ugly emoji"
541175087705890617.png,"cry run, running cry, sad, wipe tears running, running while wiping tears, tears flying, yellow dinosaur"
541175087705890620.png,"hehehe, satisfied, yellow dinosaur satisfied, happy, :), Ok, Looking forward, Dinasour angel, Smile"
541175087705890624.png,"hi!, hi, welcome~, hello~, yellow dinosaur, hello, hands out, hello gesture, yellow dinosaur side ways hi"
541175087705890631.png,"Muhahaha, Too bad, Aha!, Haha, fanning myself, are you sure?, sure not?, doubt, spiteful, arrogance, looking down, look down on people"
541175087705890634.png,"uhhh, three lines, 三条线, oh no, oopsie, hand covering mouth, staring to the side, hesitation, hands covering mouth, uncertain, worried, anxious"
541175087705890645.png,"yesu!, fist clenched yes, >_<, yes!, got it!, heck yea, fist pump, XD, dragon XD face"
541175087705891783.png,"dodge, hit you in the face, smack you, whack you, fight, you whack me i dodge, dodged successfully, miss"
541175087705891784.png,"Snorlax, No effect, No effect!"
541175087705898939.png,"hehe, soft girl feels loved, happy soft girl black hoodie, Heart shape, Hands on chin, Eyes smiling"
541175087705898961.png,"tired about life, 累, damn, tired girl"
541175087705900278.png,"palm tree pokemon, dumb pokemon, dumb tree, coconut tree, pokemon, eggsecutor, palm tree, egg"
541175087705900351.png,"bamboo, stick, panda, rope, palm tree trunk"
541175087705903954.png,"peekaboo, hiding, me too me too, i also want, i want, puppy eyes, whimper, cat in a box, delivery"
541175087705903995.png,"pat pat, thats good, good job, well done, comforting, its ok, its alright, dont worry about it"
5413385090640120944.gif,"OH YEAH, oh yeah, grooving, hell yeah, yes yes, thumbs up, bouncing thumbs up radish, thumbs up dance crazy radish"
5413665049493387814.webm,"dead, smoking, chill, smoke, blow air, cool, girl smoking, anime girl smoking, girl vibing, cyberpunk, cyberpunk chill girl smoking, blade runner"
5413697145783989344.gif,"dizzy, dizzy from penguin, seeing stars, huh???, what do you think?, im confused, 我晕了, Dizzy, Spinning"
5418158860890292859.webm,"yayy, clappin hands, happy for you, nice, clap, applause, great job"
5420121639469718659.webm,"dance, dancing, twirling, kimono dancing"
5420297801848334827.png,"looking, looking at the side, blush, hehe"
5420627745530983759.png,"omg, that's amazing, sparkles, fantastic, eyes big, happy for you, what a surprise, crown, Finally!, Diamonds, Crowned, Open mouth"
5425131113230116238.gif,"consoling myself, sayang myself, crying nonstop, solemn, laying pool of tears"
5429618477881104725.png,"aaaaaaaaaaaaaa, finallllyyy, aaaaag, aaaaaaaa, aaaaaaaaaa, frustration, anxiety, scream, shout, Aaa"
5433703039024249379.webm,"I control everything, task completed, boss, high achiever, anime boss, power up"
5434105267006475262.gif,"smh, blue bee smh, disappointed blue fly, disappointed bee"
5438104418429975563.webm,"can't hold excitement, love, omg, no way!, amazing!, hands covering mouth"
5440446687434778250.webm,"bangs moving, pink hair girl, Blink blink, 印堂发黑, Turning black"
5440460933841299887.webm,"wink, cute anime girl wink, Wink wink, You know i know, Hehehehehe"
5440500112532972502.webm,"all the best, eating, eating watermelon, nom nom, Eat watemelon, You got it!, I’m here to watch show, 靠你了, 吃瓜"
5442762409246729110.webm,"staring at rain, staring into the sky, sadness, rain, gloomy"
5442934676089999720.gif,"cry over wine, so sad, shitty luck, sad max, 借酒消愁, sad, drinking, wine, biver"
5447207455584962337.webm,"WAHAHAHAHAHHA, poof and laughing, look into sky and laugh, winner vibes, Thank god"
5451849821310693879.webm,"yay, satisfied, dirty face eating, so full, happy, feeling good, eat a lot happy, tummy full, yums, yummy meal"
5451857505007185450.gif,"ok, thumbs up, sweet!, kiss, mua~, eye brows raised"
5453986301252482012.webm,"hehehehe, cant stop laughing, try stop laugh fail, hahahhHAHAHAHHA, try not to laugh, gamer laughing, sarcastic laugh, lol, lmao, rofl, funny, youtuber laughing"
5454124504710136886.webm,"hello~, gentle hello, hands waving, Anime girl waving, Hi, Hello"
5454148444857835100.webm,"wandering, cat staring, mmmh, meow, cat, cat sitting down demure, cat guai"
5454268948755269027.png,"cool, Stares afar, Genshin, Handsome is me, Act cool"
5454378350162233008.png,"Who are you, side eye, tsk, annoyed, side eyes, chibi side eyes"
5456468495996820995.webm,"yesssssssss!!!!, yipeeeee!, amazing!!!!, tummy rolling, cat dancing with tummy out, oh yeah~, oh yea, belly shaking, cat dancing, bottom pov, omg so happy, finally"
5456543331506986617.webm,"oh no, hidden attack, attack from behind, ehhhhhh, dragged away cat, dragged away, suddenly dragged away, surprise attack, surprise attac, attack from the back"
5458446053558728885.webm,"macdonald cat, that's that, mmmh, :/, 😕, McDonald’s cat"
5458475809092155697.webm,"doge, heheheh, smirking, corgi, you would i know, eyes squitting, hehheeh, smirky, smirk, you good you know that, nice, thank you, naisu, Corgi smiling, Smirk, Heheh, You know de"
5458573347799448951.webm,"kitten listening to music, listen to my jam, Come listen music, Hear the gossip, There there, Lai"
5458641088023641504.webm,"foodddd, hungryyyy, give me, time to eat, hello wheres my food, clanging food bowl, gimme food"
5458718040952684027.webm,"happy cat, jumping cat, happy happy happy"
5458720295810512567.webm,"whack cat, beat you, beating, beat, fight, cat paws hitting, whack, slap you, attack u, talk so much la, whack you now"
5458762214691322011.webm,"vibing pug, dancing pug, fat pug dancing, fat pug having good time, I’m ready, Leggo, Shake shake, Ready to jiggle, Dog dancing"
5458764585513270764.webm,"why, cat, pain, clutch head, whyyyyyyyyy, noooo, ahhhhh, paws covering ears, grey cat covering eyes, grey cat, oh no, regretful cat, Argh!, No!, Cannot!, Cat holding ear, Internally dying, Silent scream"
5458853461271525655.webm,"AHHHHHH, raising hands in the air, freakkkkk, omg i can't believe this, omg, zooming in, AAAAAAAHHHHHHHHHHHHHHHH, NOOOOO, NAAURRRRRRRRRRR, FML, BLACK CAT"
5460669313314724334.webm,"HEHEHEHEHE, munching chips, YESSS, so happy, oh yeah, thats awesome man, crazy man eating chips, hungry, tasty, yummy, gossip, spill the tea"
5460692424533757643.webm,"sniff sniff, whats up, smelling, Sniff sniff, Nose twitching, I sense something"
5460725719120221290.webm,"nom nom, chewing, lemon chewing, i demand it, orange chewing, orange with human face, fruit with human face, fruit chewing, yummy fruit"
5460925671322687118.webm,"yawn, tired, miao~, meow, cat mew, mewing cat"
5461096439222388600.webm,"headache, head on fire, hurt, got punched, baluku, head hurts, punched and head hurts, it hurts, hurts badly, painful, got beaten, hurts"
5461106128668604900.webm,"side eye, trying to peak, peeking, cat side view"
5461114808797502677.webm,"shaking tea cup, not sure what to do, smiling, fail to stay calm, trying to stay calm, control, control myself, shaking cup"
5461141669522969832.webm,"scurry away, run away, quickly run, hiding, bye bye, i go first, bai~, cat running away, cat scaping, ninja cat"
5461148584420316560.webm,"puppy eye, sad look cat, cat head back, puppy eyes cat, OuO, big eyes cat, wondering, thinking, considering, look at me, i want attention"
