sticker_id,labeled_queries
5852767194278006492.webm,"划船来, 来了, 在路上, 划船, 玩耍, 来了来了, 在路上了"
5852781784281910879.webm,"悲伤逆流成海, 难过, 趴了, 忧郁, 泪流成海, 伤心"
5852829063281906096.webm,"躺平, 倒地, 做梦, 灵魂出窍, 闪耀离去"
5852839306778905989.webm,"无助, 雨中傻等, 住在雨里, 难过, 伤心, 倾盆大雨, 淋湿了, 落汤鸡, 呜呜, 难受"
5852864054380465145.webm,"碰杯, 干杯, 太棒了, 赞, 棒棒的, 不错嘛, 干得好, 合作愉快, 🍻"
5852888995255553464.webm,"反弹, 挡住, 遮挡, 没影响, 没成功"
5852905767102844754.webm,"打喷嚏,感冒了"
5854781082968265235.webm,"击毙你, 就你了, 选你, 🫵"
5854898052107602741.gif,"开心, 吃瓜, 青蛙, 嘻嘻嘻, 嘿嘿嘿, 得意, 暗自窃喜"
5854931419708527421.webm,"思考, 猫猫, 猫猫托腮"
5855039412366217922.webm,"笑话,跳舞"
5856979925835190359.webm,"柯南行为, 长高, 柯南, 变大"
5857409860651452966.gif,"贱, 邪恶, 坏笑, 斜眼, 有阴谋, 密谋, 不怀好意"
5859302364975991253.gif,"嘻嘻, 奸笑, 笑到流泪, 哈哈, 绿色青蛙, 放大缩小, 😂"
5859484179531567872.png,"OMG, 我的天啊"
5859629478275188680.gif,"哭笑不得, 笑, 青蛙, 笑到流泪, 难受"
5859685944210230134.gif,"喝茶, 观察, 青蛙"
5861438415421051762.png,"NOOT NOOT, 来, 看过来, 敲锣打鼓"
5861775544583980877.gif,"哈哈哈哈, 开心, 大笑, 哈哈哈, 高兴"
5861952746344682376.png,"枪击, 不要动, 企鹅"
5864104271556906185.gif,"吃东西, 吃草"
586949487642018135.png,"乖巧, 无语, 翻白眼"
5870474025884455008.webm,"扭腰, 开心, 加油打气, 拉拉队, 小狗"
5870571397088022977.png,"NOOT NOOT, 冰天雪地"
5870577599020797507.webm,"谢谢, 鞠躬, 小狗"
5870915767565814849.gif,"挑眉, 喝茶, 原神"
5872754361460855082.webm,"心累,事多"
5872853171478466935.png,"微笑, 可爱, 万叶"
5873039955311202770.png,"给你！, 原神, 可爱, 就决定是它了, 给你"
5877707339221438501.png,"炸弹, 恐怖"
5881881686655897918.png,"好不好, 黑夜猫咪, 肩膀上, 模糊猫头"
5886520496148713233.png,"啊？！, 震惊, 我晕, 惊讶"
5891212022070119451.png,"给你花花, 微笑, Q版白毛, 送花, 给花, 元神"
5892971219199726149.png,"都市丽人, 职业装白发, 微笑, 职业女, 专业"
5892986212930556325.webm,"不想看, 哎呀, 不好意思, 都怪我, 伤脑筋"
5893164806260659669.webm,"假期, 喝椰汁, 摇摆, 玩耍, 蹦迪"
5893206673601862277.webm,"逗你, 在吗, 掐你, 攻击你, 戳你"
5893239826454417786.webm,"嗯嗯, 点头, 赞同, 我也这么觉得, 同意, 你说的对, 是的, 没错, 对, 兔子"
5893274499725397926.webm,"拿吧, 抢钱, 好坑, take my money, 钱, 拿走"
5893293483480846389.webm,"鼓掌, 拍掌, 👏, 棒棒的, 好赞, 赞, 可以的, 哇塞, 好厉害, 拍手掌, 真棒, 厉害"
5895305392191181394.webm,"叹气, 黄帽子, 哎, 好吧, 勉强"
5895692132521349311.webm,"白毛, 指人大笑, 哈哈哈"
5897729738021016380.png,"吃蛋糕, 冷漠, 原神"
5899831836749598966.webm,"得瑟, 跳舞, 开心, 庆祝, 嗨起来"
5900165130506736614.png,"冷酷, 帅气, 原神, 黑色挑染"
5900234928020263880.webm,"收了你这妖怪, 回来吧你"
5901988597526958014.webm,"恶龙咆哮, 威胁, 打喷嚏, 生病了, 感冒"
5902138311496961471.webm,"开心, 期待, 哇塞, 棒, 优秀, 厉害, 赞, 闪耀"
5902399582947511845.webm,"翻滚,无聊"
5904354244038758803.webm,"哈气, 打哈欠"
5904476457333166405.webm,"干活, 工作, 忙, 认真, 开工, 用电脑"
5904737114603392552.webm,"哎, 叹气, 吐气"
5906490874304400689.webm,"加油, 干巴爹, 加油！, 奥力给, figting!"
5906757196636490844.webm,"累倒了, 躺平, 累, 倒下, 动不了"
5906877382706334943.webm,"10分, 满分, 满意, 十分！, 真棒！, 超赞！, 厉害！"
5906916363829513720.webm,"安慰, 没事, 拍拍"
5909118926138117757.webm,"举白旗, 放弃"
5911124203418948287.png,"吹口哨, 听我口令, 元神, 吹哨子"
5913347312851095087.png,"意会, 胡桃, 抿嘴微笑, 半边笑"
5913466923395321776.webm,"激动, 手舞足蹈"
5913575714916929919.png,"安静, 等待"
5915590363816397427.webm,"同意, 你说的不错, 大佬点头, 明白了, 搞懂了, 行了, 可以, 不错, 我懂了"
5915732643198012618.webm,"拜拜, 再见, 告别, 走了"
5917795060723747611.webm,"一级棒, 棒棒的, 竖大拇指, 👍🏻, 竖拇指, 赞, 棒, 兔子"
5917981522433937575.webm,"悠哉, 喝茶, 轻松, 舒服, 放松, 躺平, 养生"
5918108065055378603.webm,"为什么, 问号, ？, 回答我"
5918135685990059497.webm,"摇头晃脑,椰子树,椰蛋樹"
5918223801539103924.webm,"诶？, 转头看, 怎么了？, 什么情况, 黑发男, ？, 我请问呢？, 问号, 干嘛"
5920439850045018016.webm,"嗯, 好, 哦, 嗯嗯, 无奈, 点头, 好吧"
5922255337016003283.png,拿我的钱
5924616383617829814.webm,"哭哭, 擦眼泪, 委屈"
5924964821429651550.gif,"撒娇, 好嘛, 答应我嘛, 等待, 无聊, 躺着, 扭动, 黄垫子"
5929305689041145428.png,"一束光照亮, 贵妃躺, 盖树叶Q版小人"
5933850146692401849.gif,"喝饮料, 等待, 好滴, 没问题, 可以的, 白色小熊, 喝奶茶, 抱着喝奶茶"
593535622421938286.png,"好冷, 无助, 受伤, 难过, 困, 睁不看眼, 裹毯子, 加菲猫, 没睡醒, 猫咪, 裹被子"
5935860968776010451.webm,"老年表情包, 表白, 土味情话, be my wife, 嫁给我"
5938203044507289703.gif,"旋转, 开心, 太棒了, 嘻嘻, 真厉害, 抱抱, 转圈圈, 玩耍"
5942635047029837738.png,"抽烟, 拽"
5947355366411995366.png,"微笑, 抱臂, 可爱马尾女孩"
5951893192633748300.webm,"打架,暴力行为"
5954169048559259089.png,"包袱"
5958821670666899521.webm,"竖拇指, 棒, 赞, 优秀, 厉害, 可以的, 行, 没错, 好, 对, 赞赞赞, 比赞, 白色的动物"
5960880111052917681.webm,"兴奋, 蹦蹦跳跳, 弹弹, 白色小东西, 反复弹弹"
5967454280053952396.png,"喝啤酒, 聚餐, 倾听"
5967494347803856223.png,"抱抱你, 小猫相拥, 别怕, 抱抱, 别难过, 有我在呢"
5967762602871231222.webm,"向左看, 眨眼, 看看, 嗯？"
5969759543620538230.png,"期待, 正义凛然, 严肃脸"
5969768352598463226.webm,"略略略, 元神, 鬼脸"
5969784454430855433.webm,"宝宝难过, 坚强, 泪流满面, 难过, 委屈, 伤心, 宝宝, 流泪"
5972058394800950772.webm,"我来咯, 向你跑来, 可爱, 抱着玩偶, 唱歌, 走路, 开心"
5972170806979989411.webm,"吃, 胖嘟嘟, 可爱, 馋, 全吃过, 塞进嘴里, 元神"
5972193694860710794.webm,"沉沦, 干饭, 咀嚼, 吃饭, 馋, 恰饭, 疯狂吃"
5974385150383886758.webm,"期待, 凝视"
5981293304631790248.gif,"无奈, 不想干, 抗拒, qwq, ww, 爬, 来了"
5985524770836320062.webm,"无语, 无话可说, 小孩, 夸张, 滤镜, 外星人"
5985741675274703134.webm,"别骂了, 捂耳朵, 脑壳疼, 漫式流泪, 呜呜, 难受, 伤心, 泪珠子, 元神, 头痛"
5992460172356750365.webm,"哇哦, 星星眼, 这么巧, 捂嘴"
5996599923829639470.png,"买！, 发出有钱人的声音, 直接购买, 购物"
5999165891911094071.png,"满头大汗, 紧张, 汗, 流汗"
5999219660606672937.png,"奸笑,你管我"
6008122006824815192.png,"好滴, 开心, 狗狗拟人, 高兴"
6017056805815849715.png,"可爱, 一脸天真, 萌萌的, 托腮, 期待, 等待, 期望, 发呆, 想东西"
6021546734562314627.png,"气鼓鼓, 生气, 憋嘴, 不开心, 赌气, 哼"
6021762921741160222.webm,"硬撑, 傻笑, 不错哦, 好棒, 优秀"
6025901998904185605.webm,"嘿嘿,耍帅"
6026226956129801290.webm,"呲牙, 嘿嘿, 嘻嘻"
6028510268118535109.png,"委屈巴巴, 难过, 无助, 可怜, 小女生, 可怜巴巴, 小猫女"
6030813921072386855.gif,"趴桌子, 无聊, 在干嘛呢, 无所事事"
6032801657706777106.gif,"蹦蹦跳跳, 开心, 兔, 耶, 嘻嘻, 兴奋, 爱心, 爱你哦, 比心"
6034983161790729959.webm,"哭, 呜呜, 难过, 宝宝哭了, 就是喜欢欺负我, 委屈, 可怜巴巴, 流泪, 哭泣, 伤心, 难受"
6037184615997770340.webm,"哭泣, 难过, 有苦说不出, 黑人, 泣不成声"
6037291981590236826.webm,"拥抱, 小孩, 开心, 大大的拥抱, 见到你很开心！"
6041608556866701908.webm,"害羞, 哇啊, 倒地打滚, 白色小猫"
6041897724129839930.webm,"大脚, 放松, 啦啦啦, 噼里啪啦, 轻松"
6041915750107580802.webm,"喝茶, 休息, 哈~, 放松, 哈～"
6046226823530941304.webm,"我在看着你, 我只能在门外, 👀, 盯着, 偷窥, 婴儿偷窥"
6046452773170449406.webm,"叹气, 吸烟, 哎"
6046468071843957434.webm,"你确定吗, 疑惑, 额, 呃, 惊讶"
6046560422230756258.webm,"一跃而下, 橘色短裤小孩, 跳楼, 自杀, 我走了, 不干了, 自禁, 拜拜"
6048747982218594945.webm,"啊！, ！, 尖叫, 不会吧, 真的。。。, 呐喊, 崩溃, 惊讶, 惊恐"
6050902548267665981.webm,"宝宝打你, 生气, 咬牙切齿, 打你！, 哼！"
6057708765761765997.png,"小孩站着, 陷入思考, 发呆, 呆"
6057819481428722699.png,"LONEMLINESS, 难过, 伤心, 柴犬"
6057821100631393327.png,"别看, 捂住眼睛, 别看了, 保护"
6059824861788767346.webm,"哈哈, 兴奋, 笑到抽搐, 哈哈哈哈, 躺在地上抖动"
6060064495194079781.png,"敬礼, salute, 瑞斯背, yes sir, 收到, 🫡, 元神"
6060111593805451463.png,"拥抱世界, 世界是我的"
6062238757963171042.webm,"抽搐, 抓狂, 炸裂, 不敢置信"
6064193689637357163.png,"萌呆, 嘿嘿, 傻眼, 抬头"
6064436368174484743.png,"指抢, ;), 你懂的, 是的, 对, 正确, yes, 就是这个, 没错, 手势yes"
6068638830464861214.gif,"小狗, 颤抖, 生病, 穷哭了, 流浪狗, 瑟瑟发抖"
6068965398303212506.png,"茫然,迷失"
6070890428415086049.webm,"苦笑, 难过, 谢谢"
6070992382348758344.webm,"摇尾巴, 呵呵, 嘻嘻, 想"
6073177051823605012.webm,"心里苦, 难过, 伤心, 放大痛苦, 心痛, 💔"
6073242167822780884.webm,"摸鱼, 没办法"
6075473042555798431.png,"呆呆,已老实"
6075721699687400162.png,"让我想想,头大"
6077709861523556561.webm,"狐狸, 感动哭了, 谢谢你, 感恩, 实在太好了, 激动到哭泣, 感激不尽！, 激动到泪目了"
6077908250357925897.webm,"撒花, 开心, 狐狸"
6080144047123465983.webm,"大眼睛, 水灵灵, 眼睛发亮, 感动"
6080264688459843547.webm,"别啊, 上天啊, 难过, 打击, 救救我吧, 求求了"
6082388820370653725.png,"你说啥？, 无聊, 不确定, 不知道, 小女生"
6086663639975071575.png,"奸笑, 眯眯眼, 嘿嘿嘿, 羞涩, 脸红"
6086758657536558832.webm,"颤抖, 震惊, 拳头硬了"
6087079594672785278.png,"吹, 四叶草, 开心, 灰色猫, 幸运, 好运"
6089052878742227568.png,"Doge(猫版）, 邪笑"
6093511046205542394.webm,"棒棒的, 加油, 你行的, 敲头, 一切顺利, 加油！, 真棒！, 厉害！, 超赞！, 奥里给！"
6093709825881933338.png,"完美, 祈祷, 许愿, 求佛"
6100327417002333017.webm,"得瑟, 你能拿我怎么样, 摇摆, O3O, 嘟嘴"
6102760163788195091.webm,"摇头晃脑, 扭腰, 嘿嘿, 小孩"
6102777021534832677.webm,"我好了, 原谅你, 不生气了, 好吧, 可以吧, 说错了, 转面"
6104704654396883598.png,"笑死, 哭笑不得, 哭笑, 哈哈, 大笑"
6109149984202949786.webm,"说过了, 就是啊, 提了, 宝宝, 吃药, 喂你"
6109503623220168570.webm,"哦买噶, 哇哇哭, 小女孩, 脑咋, 崩溃, 不行了, 怎么办, 小女生"
6111478075520716393.png,"牛逼, 我想想, 厉害, 强"
6118153043109216900.png,"红豆泥？, 港真, 真的吗, 真的吗？, Really!?"
6118661790575363073.png,"哼, 气鼓鼓, 卫衣女孩, 不理你了, 不爽, 生气"
6120476126495113739.png,"开心, 情侣贴纸, <3, 喜欢, 爱心, 可爱"
6122752265888468341.png,"地图, 坐标"
6140840241482696052.webm,"给我力量, 坚强, 生气, 发飙了"
6141056016344680899.png,"累, 足丧, 难过, 崩溃, 三条线, 倒下了, 无语, 沮丧"
614222774784754216.png,"休息, 准备睡觉, 菱形嘴巴, ZZZ, zZZ, 抽象, 晚安, 睡觉了"
614222774784754255.png,"不敢相信, 捂嘴, 大小眼, 嘘"
6143079126329722230.webm,"快, 乖巧"
6143113309974433381.png,"帅气, 持枪, biubiubiu"
6145640855278455717.png,"慌了, 疑惑不解"
6147422364763161168.png,"嘻嘻, 开心, 期待, 有好新闻, 宝宝微笑, 可爱小孩, 嘿嘿, 抿嘴笑"
615038311764852774.png,"char, 喷火, 恐龙, 发怒"
6154406750385603257.png,"开心, 欢呼"
6154476079747697214.png,"干饭, 恰饭, 吃饭, 馋, 饿了, 开饭, 好吃"
6154486361899403030.webm,"握手, 好朋友, 合作愉快"
6158759497876638092.webm,"对打, 小猫拳, 反击, 挡掉攻击"
6158779984870640180.webm,"呆滞小猫, 困, 发呆, 自闭, 难过, 伤心"
6158808464798779816.webm,"愤怒, 气红温, 咆哮小猫, 哇哈哈哈, 狂笑, 奸笑, 猫"
6159025184553568559.webm,"火烧猫, 冷静, 小事情, 着火了, 我还可以加班, 若无其事, 没事, 可以继续"
6159120090445908811.webm,"干饭, 无聊, 吃饭, 不知道, 吃猫粮, 吃"
6159220794544099066.webm,"难过, 伤心, 生无可恋, 小可怜, 猫, 无辜, 小猫, 泪眼汪汪, 可怜巴巴, 需要呵护"
6160966823303972842.webm,"歪嘴小猫, 不爽, 生气小白猫"
6161033988002549131.webm,"泪眼婆娑, 伤心小猫, 热泪盈眶, 忍住不哭, 泪汪汪, 哭哭, 哼唧, 伤心, 难过"
6161200332085922416.png,"腰疼, 累s了, 头晕, 哎呀, 腰酸背痛, 累, 苦恼"
6163291968274171400.png,"呕吐, 呕, yue"
6167826616220126476.png,"maybe it's me, 这是我"
6172231599103412141.webm,"咋啦, 小猫转头, 嗯？, 发生什么事了, 怎么了, 注意到, 什么"
6172607344317301847.png,"睡觉, 困, 晚安, zZ"
6181362686689805749.webm,"崩溃, 发脾气, 我命怎么这么苦啊"
6181642538168878267.webm,"生气, 你说的什么屁屁话, 无语, 皱眉头, ##, 不爽, 不开心"
6183817771600579939.png,"馋, 色迷迷, 饿了, 给我！"
6188007692586452903.webm,"打你, 重拳出击, 吃我一掌, 猫, 吵架, 打架"
6188092505305647898.webm,"萌, ？？？, 怎么了, ？, 问号, 我请问呢？"
6188381878727214483.webm,"好的, 柴犬, 点头, 机械点头"
6197113560124887718.png,"淡淡的死感, 韩国文化, 元神, 白色装饰"
6199368280516332956.png,"钻石, 光芒万丈, 当当当挡\, 看看这是什么宝贝"
6201836203084353091.webm,"不错, 很棒, 可以, 赞同, 不错不错, 赞"
6206232389874617192.webm,"害怕, 扭, 啊啊啊"
6206407663195001554.webm,"依赖, 贴贴, 你好呀, 哈喽, 玩耍"
6208373680179776736.webm,"悲伤, 泪眼婆娑, 想起了伤心的事, 猫猫, 害羞, 羞羞, 不好意思, 脸红, 😳, 猫"
6212838861324683108.png,"累了, 一滩, 融化, 青蛙"
6213038328195845230.webm,"跑步, 撞到"
6213213760430017494.webm,"不管不顾, 无力回天, 愤怒, 划水, 空气拳, 幼猫, 挣扎"
6215214626779433030.png,"好吃, 大吃特吃, 爽吃"
6215247616423235032.webm,"踢飞, 去你的, 衫, 走开"
6217630657552582289.png,"难过, 伤心, 哭哭, 呜呜, 哇啊, 大哭, 猫"
6219632348535719110.webm,"得意, 墨镜白发小人, 闪耀登场, 酷男, 大帅哥"
6219665604467492323.webm,"难过, 伤心, 猫, 不爱我了, 哦, 无辜, 小猫, 🥺"
6219705191181058686.png,"你说得对, 行吧, 小孩, 皮笑肉不笑, 脸颊肉"
622308136618819716.png,"躺着, 睡觉, 舒服"
6226355278024017741.png,"sorry, ignore me, 纯文字"
6226745248169592484.png,"咆哮, 张嘴, 狗狗, 支持你！, standby"
6226759503166048143.png,"柯基犬, 可爱脸, 可爱, 怎么了, 关心, 围观, 懵逼路人, 呆呆地凝视"
6228825811932152690.gif,"哈哈哈, 貓蟲咖波, 嘻嘻, 点头, 开心, >w<, 貓貓蟲咖波, 笑, 哈哈, 嗯嗯, 赞同"
6230839215291107037.webm,"花钱, money go brrr, 枪打出来钱"
6235698962196595528.png,"空洞, 呆滞, 略带情绪, 就这样望着你"
6237773938206705513.webm,"不开心, 发脾气, 难受, 孩子气, 奶龙, 打滚, 蹬腿, 躺"
6239761807985084467.png,"吃瓜, 看好戏, 八卦, 吃饭, 干饭"
6241997016340103951.png,"威胁, 压迫, 盯, 你敢！, 小孩, 斜眼, 微生气"
6242303384947262864.png,"观察, 害怕, 偷偷看, 粉红头发小孩"
6251330946641953764.png,"盯着, 什么事？, 在, 小孩回头, 双马尾, 盯着看"
6253474530459649303.png,"呯, 杀了我, 自杀, 放弃"
6262259147329244431.png,"探头, 好吃, 抓猎物, 馋, 期待"
6264810194694310430.webm,"疯狂旋转, 怎么办 发疯"
6269357018872546542.webm,"屁股, 可爱, 跑步, 溜了溜了"
6271301947567900299.webm,"真不错, 哇～, 给你花花, 爱心, 送花, 爱你, 元神"
6271393009464510005.webm,"哭哭, 哼唧"
6280727953378642866.png,"冷眼, 无语, 表情凝固"
6284779593597452925.png,"外国小孩, 委屈, 要哭了"
6285071290596332043.png,"别伤心, 喝酒吧, 给你倒酒, 难过, 喝酒, 倒酒"
6287143827065012600.png,"哈哈, 好贱, 猥琐的笑容"
6287180600575005606.png,"河马, 张大嘴"
6293969865833189596.png,"扭曲, 面目狰狞"
6296312517090084788.webm,"耶, 炫, 扭腰, 看我"
6305496827911210501.png,"喝酒, 我倒了, 放弃了, 就这样吧, 醉了, 喝多了, 躺平, 休息, 放松"
6314407235782972528.png,"思考,想想"
6314608712698823729.png,"你最好有事, 逮捕你哦, 警察"
6316298657775751260.png,"无语, 盯, 看, 面无表情"
6316762003142611706.png,"不知道, 大头, 二次元, 米哈游风格, 凑近"
6327972245742290320.webm,"捂脸, 没脸看, 无语, 叹气, sign"
6332110116019507746.png,"看你, 酷, 开心"
6332180991569824463.webm,"好吃, 看手机, 啊咧, 紫发动漫人物, 无语"
6332212714198271277.webm,"笑死我了, 哈哈哈, 开心, 哈哈, 大笑"
6332485427441697947.webm,"棒极了, 太赞了, 香, nice, 完美, 认可, 老头：非常好"
6332501202856578668.webm,"高速拍打, 黄色头发小孩, 暴击, 一直打"
6334740530085237293.png,"凝视, 悲伤"
6334807037653812607.webm,"打一巴掌, 柴犬, 该打, 轻轻打, 就是你"
6336617147325744076.webm,"蹦迪效果, 炫酷, 惊喜, 指抢, 捂嘴, 害羞, 说对了"
6336920771448800414.webm,"擦汗, 怎么办"
6339045586259412532.webm,"哎, 没办法, 抽烟, 不敢相信"
64462283677368564.png,"好棒, 可以的！, 真不错, 就这样吧, 暴走风, 暴走大世界风, 点赞, 赞, 丑陋脸"
654210552398086905.png,"毒妖鸟,馋"
654210552398086911.png,"Eggs,吃早餐了"
669505506464759866.png,"老天爷啊, 崩溃, 怎么办, 疯了, 啊啊啊啊啊, 毁灭吧, 青蛙仰头"
669505506464759882.png,"哇, 恭喜, 为你高兴, 庆祝, 为你自豪, 祝贺, 青蛙, 生日快乐"
669505506464759889.png,"让我想想, 思考, 深思, 🤔, 眯眼思考, Hmm, 青蛙"
672345197106954777.png,"流口水, 馋, 我也想"
675168768736887072.png,"捂嘴, 不敢相信, 震惊, 沉思, 空气突然安静, 让我想想"
688895020358434903.png,"痛苦, 泪流满面, 难过, 灾难, 泪流成桶"
701631548306227470.png,"Clap, 期待, 希望, 求求了"
751735206557254213.png,"哈哈哈, 印度人大笑, 笑死, xs"
751735206557254257.png,"掩面而泣"
765673509304140462.gif,"痛快,大笑"
773947703670341874.gif,"笑哭, xs, 笑到飙眼泪, 笑哭了, 大笑, 鸭子, 高兴, 笑死了"
773947703670341879.gif,"墨镜, 鸭子, 我哦, 是我呢, 嗨, 你好, 戴眼镜, 眨眼, 打招呼"
773947703670341890.gif,"想办法, 思考, 转圈加载, 小黄鸭, 不对劲, 没明白"
773947703670341952.gif,"你好, 万圣节, 不客气, 初次见面"
773947703670342216.gif,"调皮, 开心, 鸭子, 纸飞机, 玩耍"
816099496260796804.gif,"惊吓, 不会吧, 真的吗"
816099496260796813.gif,"贴贴, 碰碰, 比心, 亲亲, 么么哒, kiss, 爱心"
816099496260796816.gif,"忍俊不禁, 笑中有泪"
884547634143000482.gif,"跳舞, 扭腰, 开心, 嘻嘻"
884547634143000483.gif,"打你, 揍你, 还不听话, 乖一点, 欠揍, 还说, 嘴贱, 挨揍, 欠打"
884547634143000491.gif,"吹风, 放松"
884547634143000497.gif,"乖巧, 棒！, 超赞, 厉害, 欧克, 好的"
939064079232794822.png,"惭愧, 不敢凝视, 恐惧, 害怕, 侧眼, 不敢直视"
939064079232794827.png,"伤心, 可怜, 怀疑, 质疑, 你确定吗, :c"
